"","X","text"
"6242",549,"the mind would endure with greater courage its own ending and that of its possessions"
"6243",549,"if only it could hope that life and death"
"6244",549,"like the whole universe about us"
"6245",549,"go by turns"
"6246",549,"that whatever has been put together is broken up again"
"6247",549,"that whatever has been broken up is put together again"
"6248",549,"and that the eternal craftsmanship of God"
"6249",549,"who controls all things"
"6250",549,"is working at this task."
"6251",550,"Therefore the wise man will say just what a Marcus Cato would say"
"6252",550,"after reviewing his past life: ""The whole race of man"
"6253",550,"both that which is and that which is to be"
"6254",550,"is condemned to die. Of all the cities that at any time have held sway over the world"
"6255",550,"and of all that have been the splendid ornaments of empires not their own"
"6256",550,"men shall some day ask where they were"
"6257",550,"and they shall be swept away by destructions of various kinds; some shall be ruined by wars"
"6258",550,"others shall be wasted away by inactivity and by the kind of peace which ends in sloth"
"6259",550,"or by that vice which is fraught with destruction even for mighty dynasties"
"6260",550,"– luxury. All these fertile plains shall be buried out of sight by a sudden overflowing of the sea"
"6261",550,"or a slipping of the soil"
"6262",550,"as it settles to lower levels"
"6263",550,"shall draw them suddenly into a yawning chasm. Why then should I be angry or feel sorrow"
"6264",550,"if I precede the general destruction by a tiny interval of time?"" Let great souls comply with God's wishes"
"6265",550,"and suffer unhesitatingly whatever fate the law of the universe ordains; for the soul at death is either sent forth into a better life"
"6266",550,"destined to dwell with deity amid greater radiance and calm"
"6267",550,"or else"
"6268",550,"at least"
"6269",550,"without suffering any harm to itself"
"6270",550,"it will be mingled with nature again"
"6271",550,"and will return to the universe."
"6272",551,"Therefore Cato's honourable death was no less a good than his honourable life"
"6273",551,"since virtue admits of no stretching. Socrates used to say that verity and virtue were the same. Just as truth does not grow"
"6274",551,"so neither does virtue grow; for it has its due proportions and is complete. You need not"
"6275",551,"therefore"
"6276",551,"wonder that goods are equal"
"6277",551,"both those which are to be deliberately chosen"
"6278",551,"and those which circumstances have imposed. For if you once adopt the view that they are unequal"
"6279",551,"deeming"
"6280",551,"for instance"
"6281",551,"a brave endurance of torture as among the lesser goods"
"6282",551,"you will be including it among the evils also; you will pronounce Socrates unhappy in his prison"
"6283",551,"Cato unhappy when he reopens his wounds with more courage than he showed in inflicting them"
"6284",551,"and Regulus the most ill-starred of all when he pays the penalty for keeping his word even with his enemies. And yet no man"
"6285",551,"even the most effeminate person in the world"
"6286",551,"has ever dared to maintain such an opinion. For though such persons deny that a man like Regulus is happy"
"6287",551,"yet for all that they also deny that he is wretched. The earlier Academics do indeed admit that a man is happy even amid such tortures"
"6288",551,"but do not admit that he is completely or fully happy. With this view we cannot in any wise agree; for unless a man is happy"
"6289",551,"he has not attained the Supreme Good; and the good which is supreme admits of no higher degree"
"6290",551,"if only virtue exists within this man"
"6291",551,"and if adversity does not impair his virtue"
"6292",551,"and if"
"6293",551,"though the body be injured"
"6294",551,"the virtue abides unharmed. And it does abide. For I understand virtue to be high-spirited and exalted"
"6295",551,"so that it is aroused by anything that molests it. This spirit"
"6296",551,"which young men of noble breeding often assume"
"6297",551,"when they are so deeply stirred by the beauty of some honourable object that they despise all the gifts of chance"
"6298",551,"is assuredly infused in us and communicated to us by wisdom. Wisdom will bring the conviction that there is but one good – that which is honourable; that this can neither be shortened nor extended"
"6299",551,"any more than a carpenter's rule"
"6300",551,"with which straight lines are tested"
"6301",551,"can be bent. Any change in the rule means spoiling the straight line. Applying"
"6302",551,"therefore"
"6303",551,"this same figure to virtue"
"6304",551,"we shall say: Virtue also is straight"
"6305",551,"and admits of no bending. What can be made more tense than a thing which is already rigid? Such is virtue"
"6306",551,"which passes judgment on everything"
"6307",551,"but nothing passes judgment on virtue. And if this rule"
"6308",551,"virtue"
"6309",551,"cannot itself be made more straight"
"6310",551,"neither can the things created by virtue be in one case straighter and in another less straight. For they must necessarily correspond to virtue; hence they are equal."
"6311",552,"""What"
"6312",552,""" you say"
"6313",552,"""do you call reclining at a banquet and submitting to torture equally good?"" Does this seem surprising to you? You may be still more surprised at the following"
"6314",552,"– that reclining at a banquet is an evil"
